Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
976815,Hinduja Leyland Finance Limited,820HLFL28,Hinduja Leyland Finance Ltd,Active,F ,100000.00,INE146O08357,Debentures and Bonds,,,,,
976816,Kotak Mahindra Prime Limited,716KMPL28,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7TA4,Debentures and Bonds,,,,,
976817,HDB FINANCIAL SERVICES LIMITED,795HDBFS35,HDB FINANCIAL SERVICES Ltd,Active,F ,100000.00,INE756I08306,Debentures and Bonds,,,,,
976818,Sammaan Capital Limited,950SCL30,Sammaan Capital Ltd,Active,F ,100000.00,INE148I07WY3,Debentures and Bonds,,,,,
976819,Sammaan Capital Limited,975SCL35,Sammaan Capital Ltd,Active,F ,100000.00,INE148I07WZ0,Debentures and Bonds,,,,,
976820,Sammaan Capital Limited,945SCL28,Sammaan Capital Ltd,Active,F ,100000.00,INE148I07XA1,Debentures and Bonds,,,,,
976821,Sammaan Capital Limited,945SCL29,Sammaan Capital Ltd,Active,F ,100000.00,INE148I07XB9,Debentures and Bonds,,,,,
976822,Aye Finance Limited,11AFL29,Aye Finance Ltd,Active,F ,100000.00,INE501X07687,Debentures and Bonds,,,,,
976823,Keertana Finserv Limited,114KFL28,Keertana Finserv Ltd,Active,F ,75000.00,INE0NES07212,Debentures and Bonds,,,,,
976824,Share India Securities Limited,1070SISL27,Share India Securities Ltd,Active,F ,62500.00,INE932X07023,Debentures and Bonds,,,,,
976825,Share India Securities Limited,1075SISL27,Share India Securities Ltd,Active,F ,100000.00,INE932X07015,Debentures and Bonds,,,,,
976826,REC LIMITED,660RECL27,REC Ltd,Active,F ,100000.00,INE020B08FZ9,Debentures and Bonds,,,,,
976827,REC LIMITED,706RECL35,REC Ltd,Active,F ,100000.00,INE020B08GA0,Debentures and Bonds,,,,,
976828,Berar Finance Limited,1142BFL27,Berar Finance Ltd,Active,F ,10000.00,INE998Y07188,Debentures and Bonds,,,,,
976829,Hinduja Leyland Finance Limited,915HLFLPER,Hinduja Leyland Finance Ltd,Active,F ,10000000.00,INE146O08365,Debentures and Bonds,,,,,
976830,VIVRITI CAPITAL LIMITED,93VCL28,VIVRITI CAPITAL Ltd,Active,F ,10000.00,INE01HV07577,Debentures and Bonds,,,,,
976831,Keertana Finserv Limited,1140KFL28,Keertana Finserv Ltd,Active,F ,100000.00,INE0NES07204,Debentures and Bonds,,,,,
976832,VIVRITI CAPITAL LIMITED,965VCL27,VIVRITI CAPITAL Ltd,Active,F ,10000.00,INE01HV07569,Debentures and Bonds,,,,,
976834,PRACHAY CAPITAL LIMITED,14PCL29,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07637,Debentures and Bonds,,,,,
976835,PRACHAY CAPITAL LIMITED,13PCL29,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07702,Debentures and Bonds,,,,,
976836,PRACHAY CAPITAL LIMITED,14PCLD29,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07587,Debentures and Bonds,,,,,
976840,PRACHAY CAPITAL LIMITED,13PCLD29,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07629,Debentures and Bonds,,,,,
976841,PRACHAY CAPITAL LIMITED,13PCL2029,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07686,Debentures and Bonds,,,,,
976845,PRACHAY CAPITAL LIMITED,13PCL2029A,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07736,Debentures and Bonds,,,,,
976847,PRACHAY CAPITAL LIMITED,14PCL2029,PRACHAY CAPITAL Ltd,Active,F ,100000.00,INE0IID07710,Debentures and Bonds,,,,,
976851,MONEYBOXX FINANCE LIMITED,1175MFL27,MONEYBOXX FINANCE Ltd,Active,F ,7500.00,INE296Q07134,Debentures and Bonds,,,,,
976852,MUTHOOT FINCORP LIMITED,965MFL028,MUTHOOT FINCORP Ltd,Active,F ,100000.00,INE549K07GM6,Debentures and Bonds,,,,,
976853,Aditya Birla Housing Finance Limited,ABHF26625,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07599,Debentures and Bonds,,,,,
976854,Vertis Infrastructure Trust,695VIT28,Vertis Infrastructure Trust,Active,F ,100000.00,INE0KXY07059,Debentures and Bonds,,,,,
976855,Navi Finserv Limited,10NFL27,Navi Finserv Ltd,Active,F ,100000.00,INE342T07619,Debentures and Bonds,,,,,
976856,AAVAS Financiers Limited,740AVFL30,AAVAS Financiers Ltd,Active,F ,85000.00,INE216P07290,Debentures and Bonds,,,,,
976857,Hedge Finance Limited,1025HFL30,Hedge Finance Ltd,Active,F ,100000.00,INE01ZK07KQ5,Debentures and Bonds,,,,,
976858,POONAWALLA FINCORP LIMITED,770PFL30,POONAWALLA FINCORP Ltd,Active,F ,100000.00,INE511C07896,Debentures and Bonds,,,,,
976859,Hedge Finance Limited,10HFL29,Hedge Finance Ltd,Active,F ,100000.00,INE01ZK07KR3,Debentures and Bonds,,,,,
976860,POONAWALLA FINCORP LIMITED,770PFL2035,POONAWALLA FINCORP Ltd,Active,F ,100000.00,INE511C07904,Debentures and Bonds,,,,,
976861,Samvardhana Motherson International Limited,680SMIL30,Samvardhana Motherson International Ltd,Active,F ,100000.00,INE775A08113,Debentures and Bonds,,,,,
976862,VARTHANA FINANCE PRIVATE LIMITED,1180VFPL29,VARTHANA FINANCE Pvt Ltd,Active,F ,100000.00,INE125T07352,Debentures and Bonds,,,,,
976863,LoanX Alder Apr 2025,1225LXAA28,LoanX Alder Apr 2025,Active,F ,10000.00,INE25OJ15018,Debentures and Bonds,,,,,
976864,Embassy Office Parks REIT,697EOPRE27,Embassy Office Parks REIT,Active,F ,100000.00,INE041007183,Debentures and Bonds,,,,,
976865,Manba Finance Limited,1125MBFL27,Manba Finance Ltd,Active,F ,10000.00,INE939X07226,Debentures and Bonds,,,,,
976866,A.K. Capital Finance Ltd.,865AKCFL28,AK Capital Finance Ltd,Active,F ,83333.00,INE197P07409,Debentures and Bonds,,,,,
976867,Rashtriya Chemicals & Fertilizers Limited,749RCFL28,Rashtriya Chemicals & Fertilizers Ltd,Active,F ,100000.00,INE027A08036,Debentures and Bonds,,,,,
976868,Akara Capital Advisors Private Limited,125ACAP28,Akara Capital Advisors Pvt Ltd,Active,F ,100000.00,INE08XP07324,Debentures and Bonds,,,,,
976869,360 ONE Prime Limited,875OPL27,360 ONE Prime Ltd,Active,F ,100000.00,INE248U07FY1,Debentures and Bonds,,,,,
976870,MUTHOOT MCRED LIMITED,10MML2028,Muthoot Mcred Ltd,Active,F ,10000.00,INE101Q07BI2,Debentures and Bonds,,,,,
976871,Berar Finance Limited,1125BFL27,Berar Finance Ltd,Active,F ,100000.00,INE998Y07196,Debentures and Bonds,,,,,
976872,Aye Finance Limited,1025AFL27,Aye Finance Ltd,Active,F ,100000.00,INE501X07703,Debentures and Bonds,,,,,
976873,Aye Finance Limited,1040AFL28,Aye Finance Ltd,Active,F ,100000.00,INE501X07695,Debentures and Bonds,,,,,
976874,VIVRITI CAPITAL LIMITED,1010VCL26,VIVRITI CAPITAL Ltd,Active,F ,100000.00,INE01HV07585,Debentures and Bonds,,,,,
976875,Kosamattam Finance Limited,10KFL2027,Kosamattam Finance Ltd,Active,F ,10000.00,INE403Q07FQ6,Debentures and Bonds,,,,,
976876,FRIEZA 06 2025,99FRIEZA26,FRIEZA 06 2025,Active,F ,0.45,INE26SJ15017,Debentures and Bonds,,,,,
976877,Hinduja Leyland Finance Limited,8HLFL27,Hinduja Leyland Finance Ltd,Active,F ,100000.00,INE146O07565,Debentures and Bonds,,,,,
976878,Kotak Mahindra Investments Limited,729KMIL27,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IU2,Debentures and Bonds,,,,,
976879,Kotak Mahindra Investments Limited,733KMIL28,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IT4,Debentures and Bonds,,,,,
976880,LIQUID GOLD SERIES 12,865LGS1227,LIQUID GOLD SERIES 12,Active,F ,1000000.00,INE27BS15012,Debentures and Bonds,,,,,
976881,DONNIER 2025,14DONN2527,DONN25-14%-17-01-27-PTC,Active,F ,10000.00,INE27JK15012,Debentures and Bonds,,,,,
976882,Arman Financial Services Limited,1110AFSL30,Arman Financial Services Ltd,Active,F ,100000.00,INE109C07113,Debentures and Bonds,,,,,
976883,LAKADIA BANASKANTHA TRANSCO LIMITED,784LBTL44,LAKADIA BANASKANTHA TRANSCO Ltd,Active,F ,100000.00,INE0C5208022,Debentures and Bonds,,,,,
976884,LAKADIA BANASKANTHA TRANSCO LIMITED,77LBTL43,LAKADIA BANASKANTHA TRANSCO Ltd,Active,F ,95473.00,INE0C5208014,Debentures and Bonds,,,,,
976885,LIQUID GOLD SERIES 11,LGS300625,LGS-9%-22-7-27-PTC,Active,F ,1000000.00,INE27BR15014,Debentures and Bonds,,,,,
976886,EKAMAYA PROPERTIES PRIVATE LIMITED,8EPPL45,EKAMAYA PROPERTIES Pvt Ltd,Active,F ,100000.00,INE18ZY08021,Debentures and Bonds,,,,,
976887,VYPAK PROPERTIES PRIVATE LIMITED,8VPPL45A,VYPAK PROPERTIES Pvt Ltd,Active,F ,100000.00,INE12O508023,Debentures and Bonds,,,,,
976888,Receivable Securitisation Trust 7,11RSL26,Receivable Securitisation Trust 7,Active,F ,100000.00,INE25OL15014,Debentures and Bonds,,,,,
976889,Receivable Securitisation Trust 7,1275RST26,RST-12.75%-31-8-26-PTC,Active,F ,100000.00,INE25OL15022,Debentures and Bonds,,,,,
976890,EARLYSALARY SERVICES PRIVATE LIMITED,1195ESCP29,EARLYSALARY SERVICES Pvt Ltd,Active,F ,100000.00,INE01YL07367,Debentures and Bonds,,,,,
976891,JM Financial Credit Solutions Limited,85JMF28,JM Financial Credit Solutions Ltd,Active,F ,100000.00,INE651J07AB8,Debentures and Bonds,,,,,
976892,JM Financial Credit Solutions Limited,85JMF28A,JM Financial Credit Solutions Ltd,Active,F ,100000.00,INE651J07AA0,Debentures and Bonds,,,,,
976893,VIVRITI CAPITAL LIMITED,10VCL28,VIVRITI CAPITAL Ltd,Active,F ,10000.00,INE01HV07593,Debentures and Bonds,,,,,
976894,A.K. Capital Finance Ltd.,915AKCF28,AK Capital Finance Ltd,Active,F ,100000.00,INE197P07417,Debentures and Bonds,,,,,
976895,Lodha Developers Limited,796LDL28,Macrotech Developers Ltd,Active,F ,100000.00,INE670K07299,Debentures and Bonds,,,,,
976896,Kosamattam Finance Limited,1062KFL27,Kosamattam Finance Ltd,Active,F ,100000.00,INE403Q07GA8,Debentures and Bonds,,,,,
976897,Kosamattam Finance Limited,1062KFL27A,Kosamattam Finance Ltd,Active,F ,100000.00,INE403Q07FZ7,Debentures and Bonds,,,,,
976898,Muthoot Capital Services Ltd.,1035MCSL27,Muthoot Capital Services Ltd,Active,F ,71428.58,INE296G07283,Debentures and Bonds,,,,,
976899,WRSS XXI (A) Transco Limited,770WXTL43,WRSS XXI (A) Transco Ltd,Active,F ,95494.00,INE0BJR08018,Debentures and Bonds,,,,,
976900,WRSS XXI (A) Transco Limited,784WXTL44,WRSS XXI (A) Transco Ltd,Active,F ,100000.00,INE0BJR08026,Debentures and Bonds,,,,,
976901,Capri Global Capital Limited,925CGCL28,Capri Global Capital Ltd,Active,F ,100000.00,INE180C07163,Debentures and Bonds,,,,,
976902,Bajaj Finance Limited,711BFL28,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07TM8,Debentures and Bonds,,,,,
976903,Liquid Gold Series 13 June 2025,842LGS1327,Liquid Gold Series 13 June 2025,Active,F ,1000000.00,INE29DX15014,Debentures and Bonds,,,,,
976904,ICL FINCORP LIMITED,12ICLFL28A,ICL FINCORP Ltd,Active,F ,100000.00,INE01CY079X7,Debentures and Bonds,,,,,
976905,Akara Capital Advisors Private Limited,985ACAPL27,Akara Capital Advisors Pvt Ltd,Active,F ,10000.00,INE08XP07316,Debentures and Bonds,,,,,
976906,Ashiana Housing Limited,7AHL45,Ashiana Housing Ltd,Active,F ,74780.82,INE365D08075,Debentures and Bonds,,,,,
976907,ICL FINCORP LIMITED,ICLFL10725,ICL FINCORP Ltd,Active,F ,100000.00,INE01CY079Y5,Debentures and Bonds,,,,,
976908,ICL FINCORP LIMITED,ICLF10725,ICL FINCORP Ltd,Active,F ,100000.00,INE01CY079W9,Debentures and Bonds,,,,,
976909,Aditya Birla Housing Finance Limited,71ABHFL27,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07607,Debentures and Bonds,,,,,
976910,Keertana Finserv Limited,113KFL027,Keertana Finserv Ltd,Active,F ,71428.58,INE0NES07220,Debentures and Bonds,,,,,
976911,Nuvama Wealth and Investment Limited,920NWIL27,Nuvama Wealth and Investment Ltd,Active,F ,100000.00,INE523L07AM2,Debentures and Bonds,,,,,
976912,Kotak Mahindra Prime Limited,705KMPL28,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7TB2,Debentures and Bonds,,,,,
976913,LOANX VIBURNUM JUNE 2025,1162LVJ025,LOANX VIBURNUM JUNE 2025,Active,F ,10000.00,INE2A0P15014,Debentures and Bonds,,,,,
976914,Mahindra & Mahindra Financial Services Limited,705MMFSL27,Mahindra & Mahindra Financial Services Ltd,Active,F ,100000.00,INE774D07VL6,Debentures and Bonds,,,,,
976915,Keertana Finserv Limited,114KF27,Keertana Finserv Ltd,Active,F ,80000.00,INE0NES07238,Debentures and Bonds,,,,,
976916,POONAWALLA FINCORP LIMITED,753PFL27,POONAWALLA FINCORP Ltd,Active,F ,100000.00,INE511C07912,Debentures and Bonds,,,,,
976917,Housing &Urban Development Corporation Ltd.,664HUDCO28,Housing &Urban Development Corporation Ltd,Active,F ,100000.00,INE031A08996,Debentures and Bonds,,,,,
976918,Bajaj Housing Finance Limited,697BHFL28,Bajaj Housing Finance Ltd,Active,F ,100000.00,INE377Y07599,Debentures and Bonds,,,,,
976919,SATIN CREDITCARE NETWORK LIMITED,1075SCNL30,SATIN CREDITCARE NETWORK Ltd,Active,F ,100000.00,INE836B07899,Debentures and Bonds,,,,,
976920,Niyogin Fintech Limited,128NFL26,Niyogin Fintech Ltd,Active,F ,500.00,INE480D07017,Debentures and Bonds,,,,,
976921,Power Finance Corporation Ltd,743PFCLPER,Power Finance Corporation Ltd,Active,F ,10000000.00,INE134E08NV5,Debentures and Bonds,,,,,
976922,NAMDEV FINVEST PRIVATE LIMITED,1210NFPL29,NAMDEV FINVEST Pvt Ltd,Active,F ,100000.00,INE0IX207239,Debentures and Bonds,,,,,
976923,Lodha Developers Limited,LDL210725,Lodha Developers Ltd,Active,F ,82624.00,INE670K07307,Debentures and Bonds,,,,,
976924,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES PRIVATE LIMITED,11DKGFS27,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES Pvt Ltd,Active,F ,10000.00,INE179P07597,Debentures and Bonds,,,,,
976925,THDC INDIA LIMITED ,745TIL35,THDC INDIA Ltd,Active,F ,100000.00,INE812V08078,Debentures and Bonds,,,,,
976926,InCred Financial Services Limited,ICFSL18725,InCred Financial Services Ltd,Active,F ,100000.00,INE321N07541,Debentures and Bonds,,,,,
976927,ANNAPURNA FINANCE PRIVATE LIMITED,1095AFP27,ANNAPURNA FINANCE Pvt Ltd,Active,F ,66666.64,INE515Q07640,Debentures and Bonds,,,,,
976928,Indel Money Limited,1125IMLD27,Indel Money Ltd,Active,F ,100000.00,INE0BUS07BW7,Debentures and Bonds,,,,,
976929,Indel Money Limited,12IML28,Indel Money Ltd,Active,F ,100000.00,INE0BUS07BX5,Debentures and Bonds,,,,,
976930,Krazybee Services Ltd,1040KSL27,Krazybee Services Ltd,Active,F ,100000.00,INE07HK07817,Debentures and Bonds,,,,,
976931,Aditya Birla Capital Ltd,76ABCL35,Aditya Birla Capital Ltd,Active,F ,100000.00,INE674K07051,Debentures and Bonds,,,,,
976932,MUTHOOT FINCORP LIMITED,1025MFL31,MUTHOOT FINCORP Ltd,Active,F ,100000.00,INE549K08566,Debentures and Bonds,,,,,
976933,Muthoot Capital Services Ltd.,95MCSL27,Muthoot Capital Services Ltd,Active,F ,100000.00,INE296G07291,Debentures and Bonds,,,,,
976934,KERALA FINANCIAL CORPORATION,858KFC31,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07344,Debentures and Bonds,,,,,
976935,EARLYSALARY SERVICES PRIVATE LIMITED,1120ESP27A,EARLYSALARY SERVICES Pvt Ltd,Active,F ,100000.00,INE01YL07375,Debentures and Bonds,,,,,
976936,KERALA FINANCIAL CORPORATION,858KFC32,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07302,Debentures and Bonds,,,,,
976937,KERALA FINANCIAL CORPORATION,858KFC33,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07310,Debentures and Bonds,,,,,
976938,KERALA FINANCIAL CORPORATION,858KFC34,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07336,Debentures and Bonds,,,,,
976939,KERALA FINANCIAL CORPORATION,858KFC35,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07328,Debentures and Bonds,,,,,
976940,SATIN CREDITCARE NETWORK LIMITED,1150SCNL31,SATIN CREDITCARE NETWORK Ltd,Active,F ,100000.00,INE836B08293,Debentures and Bonds,,,,,
976941,InCred Financial Services Limited,IFSL220725,InCred Financial Services Ltd,Active,F ,100000.00,INE321N07558,Debentures and Bonds,,,,,
976942,Mahindra Rural Housing Finance Limited,715MRHFL28,Mahindra Rural Housing Finance Ltd,Active,F ,100000.00,INE950O07503,Debentures and Bonds,,,,,
976943,Keertana Finserv Limited,1120KFPL27,Keertana Finserv Pvt Ltd,Active,F ,6800.00,INE0NES07246,Debentures and Bonds,,,,,
976944,GIC Housing Finance Ltd.,759GHFL27,GIC Housing Finance Ltd,Active,F ,100000.00,INE289B07107,Debentures and Bonds,,,,,
976945,GIC Housing Finance Ltd.,749GHFL27,GIC Housing Finance Ltd,Active,F ,100000.00,INE289B07115,Debentures and Bonds,,,,,
976946,Embassy Office Parks REIT,RREOPR35,Embassy Office Parks REIT,Active,F ,100000.00,INE041007191,Debentures and Bonds,,,,,
976947,Ambit Finvest Private Limited,825AFPL28,Ambit Finvest Pvt Ltd,Active,F ,83332.00,INE985V07108,Debentures and Bonds,,,,,
976948,OXYZO Financial Services Limited,990OFSL28,OXYZO Financial Services Ltd,Active,F ,100000.00,INE04VS07446,Debentures and Bonds,,,,,
976949,Avanse Financial Services Limited,9AFSL28,Avanse Financial Services Ltd,Active,F ,100000.00,INE087P07477,Debentures and Bonds,,,,,
976950,Avanse Financial Services Limited,89AFSL27,Avanse Financial Services Ltd,Active,F ,100000.00,INE087P07485,Debentures and Bonds,,,,,
976951,Universal Sompo General Insurance Company Limited,91USGI35,Universal Sompo General Insurance Company Ltd,Active,F ,100000.00,INE635M08023,Debentures and Bonds,,,,,
976952,SUSTAINABLE ENERGY INFRA TRUST,715SEIT30,SUSTAINABLE ENERGY INFRA TRUST,Active,F ,100000.00,INE0R8O07036,Debentures and Bonds,,,,,
976953,SUSTAINABLE ENERGY INFRA TRUST,72728SEI32,SUSTAINABLE ENERGY INFRA TRUST,Active,F ,100000.00,INE0R8O07028,Debentures and Bonds,,,,,
976954,Nuvama Wealth Finance Limited,NWFL24725,Nuvama Wealth Finance Ltd,Active,F ,100000.00,INE918K07PX1,Debentures and Bonds,,,,,
976955,Piramal Finance Limited,9PFL27,Piramal Finance Ltd,Active,F ,100000.00,INE202B07JT0,Debentures and Bonds,,,,,
976956,Piramal Finance Limited,91PFL30,Piramal Finance Ltd,Active,F ,100000.00,INE202B07JU8,Debentures and Bonds,,,,,
976957,Aditya Birla Capital Ltd,8424ABCPRP,Aditya Birla Capital Ltd,Active,F ,10000000.00,INE674K08026,Debentures and Bonds,,,,,
976958,DLF Cyber City Developers Limited,692DCCD28,DLF Cyber City Developers Ltd,Active,F ,100000.00,INE186K07122,Debentures and Bonds,,,,,
976959,Vastu Finserve India Private Limited ,925VFIP28,Vastu Finserve India Pvt Ltd,Active,F ,100000.00,INE08Z607091,Debentures and Bonds,,,,,
976960,Vastu Finserve India Private Limited ,925VFIP27,Vastu Finserve India Pvt Ltd,Active,F ,100000.00,INE08Z607109,Debentures and Bonds,,,,,
976961,Vastu Finserve India Private Limited ,925VFIP28A,Vastu Finserve India Pvt Ltd,Active,F ,100000.00,INE08Z607117,Debentures and Bonds,,,,,
976962,AVANTI FINANCE PRIVATE LIMITED,1090AFP26A,AVANTI FINANCE Pvt Ltd,Active,F ,100000.00,INE0BNQ07139,Debentures and Bonds,,,,,
976963,CAPITAL INDIA FINANCE LIMITED,955CIFL28,CAPITAL INDIA FINANCE Ltd,Active,F ,100000.00,INE345H07054,Debentures and Bonds,,,,,
976964,NAMDEV FINVEST PRIVATE LIMITED,1125NFPL31,NAMDEV FINVEST Pvt Ltd,Active,F ,100000.00,INE0IX207247,Debentures and Bonds,,,,,
976965,Muthoot Capital Services Ltd.,10MCSL2027,Muthoot Capital Services Ltd,Active,F ,100000.00,INE296G07309,Debentures and Bonds,,,,,
976966,SBI CARDS AND PAYMENT SERVICES LIMITED,705SCPSL28,SBI CARDS AND PAYMENT SERVICES Ltd,Active,F ,100000.00,INE018E08375,Debentures and Bonds,,,,,
976967,Edel Finance Company Limited,EFCL30725,Edel Finance Company Ltd,Active,F ,100000.00,INE836K07304,Debentures and Bonds,,,,,
976968,Edel Finance Company Limited,EFCL300725,Edel Finance Company Ltd,Active,F ,100000.00,INE836K07312,Debentures and Bonds,,,,,
976969,MAS Financial Services Limited,975MFSL27,MAS Financial Services Ltd,Active,F ,100000.00,INE348L07324,Debentures and Bonds,,,,,
976970,NIRMAL BANG SECURITIES PRIVATE LIMITED,1025NBSP27,NIRMAL BANG SECURITIES Pvt Ltd,Active,F ,100000.00,INE681R08125,Debentures and Bonds,,,,,
976971,Bajaj Finance Limited,707BFL28,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07TN6,Debentures and Bonds,,,,,
976972,IndiGrid Infrastructure Trust,7345IGIT47,IndiGrid Infrastructure Trust,Active,F ,100000.00,INE219X07579,Debentures and Bonds,,,,,
976973,India Infrastructure Finance Company Limited,699IIFCL30,India Infrastructure Finance Company Ltd,Active,F ,100000.00,INE787H08212,Debentures and Bonds,,,,,
976974,Aditya Birla Capital Ltd,72959ABC28,Aditya Birla Capital Ltd,Active,F ,100000.00,INE674K07069,Debentures and Bonds,,,,,
976975,Aditya Birla Capital Ltd,74242ABC30,Aditya Birla Capital Ltd,Active,F ,100000.00,INE674K07077,Debentures and Bonds,,,,,
976976,EARLYSALARY SERVICES PRIVATE LIMITED,1070ESPL27,EARLYSALARY SERVICES Pvt Ltd,Active,F ,100000.00,INE01YL07383,Debentures and Bonds,,,,,
976977,UNIVERSE TRUST JUL 2025,865UTJ29,UNIVERSE TRUST JUL 2025,Active,F ,1.00,INE2CUJ15011,Debentures and Bonds,,,,,
976978,NJ CAPITAL PRIVATE LIMITED,980NJCPL28,NJ CAPITAL Pvt Ltd,Active,F ,100000.00,INE0MT207015,Debentures and Bonds,,,,,
976979,Equitas Small Finance Bank Limited,960ESFBL30,Equitas Small Finance Bank Ltd,Active,F ,100000.00,INE063P08120,Debentures and Bonds,,,,,
976980,MUTHOOT FINCORP LIMITED,940MFL28,MUTHOOT FINCORP Ltd,Active,F ,100000.00,INE549K07GZ8,Debentures and Bonds,,,,,
976981,ICICI HOME FINANCE COMPANY LIMITED,699IHFC28,ICICI HOME FINANCE COMPANY Ltd,Active,F ,100000.00,INE071G07850,Debentures and Bonds,,,,,
976982,Aditya Birla Housing Finance Limited,758ABHFL35,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07615,Debentures and Bonds,,,,,
976983,Sammaan Capital Limited,920SCL28,Sammaan Capital Ltd,Active,F ,100000.00,INE148I07YC5,Debentures and Bonds,,,,,
976984,INDIGO 044,1250I04432,INDIGO 044,Active,F ,4597139.69,INE2DDW15018,Debentures and Bonds,,,,,
976985,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,0MCIBPL27,MARWADI CHANDARANA INTERMEDIARIES BROKERS Pvt Ltd,Active,F ,100000.00,INE0K0Y08011,Debentures and Bonds,,,,,
976986,KEELZ FACILITY MANAGEMENT SERVICES PRIVATE LIMITED,20KFMSPL29,KEELZ FACILITY MANAGEMENT SERVICES Pvt Ltd,Active,F ,100000.00,INE1QV007010,Debentures and Bonds,,,,,
976987,VITP Private Limited,11VITPPL55,VITP Pvt Ltd,Active,F ,100000.00,INE743G08134,Debentures and Bonds,,,,,
976988,ACHIIEVERS FINANCE INDIA LIMITED,12AFIL30A,ACHIIEVERS FINANCE INDIA Ltd,Active,F ,100000.00,INE065507BG4,Debentures and Bonds,,,,,
976989,ACHIIEVERS FINANCE INDIA LIMITED,1175AFI28B,ACHIIEVERS FINANCE INDIA Ltd,Active,F ,100000.00,INE065507BE9,Debentures and Bonds,,,,,
976990,ACHIIEVERS FINANCE INDIA LIMITED,1225AFI28C,ACHIIEVERS FINANCE INDIA Ltd,Active,F ,100000.00,INE065507BJ8,Debentures and Bonds,,,,,
976991,ACHIIEVERS FINANCE INDIA LIMITED,12AFIL27D,ACHIIEVERS FINANCE INDIA Ltd,Active,F ,100000.00,INE065507BH2,Debentures and Bonds,,,,,
976992,AMBIUM FINSERVE LIMITED,1116AMFL26,AMBIUM FINSERVE Ltd,Active,F ,10000.00,INE0RU307197,Debentures and Bonds,,,,,
976993,ACHIIEVERS FINANCE INDIA LIMITED,12AFIL27E,ACHIIEVERS FINANCE INDIA Ltd,Active,F ,100000.00,INE065507BI0,Debentures and Bonds,,,,,
976994,ACHIIEVERS FINANCE INDIA LIMITED,125AFIL31F,ACHIIEVERS FINANCE INDIA Ltd,Active,F ,100000.00,INE065507BF6,Debentures and Bonds,,,,,
976995,LoanX Bramble Jul 2025,1225LB2532,LoanX Bramble Jul 2025,Active,F ,10000.00,INE2DDX15016,Debentures and Bonds,,,,,
976996,INDIGO 043,908IND4329,INDIGO043-9.08%-20-12-29-PTC,Active,F ,1000000.00,INE2DNY15013,Debentures and Bonds,,,,,
976997,INDIGO 043,990IND4329,INDIGO043-9.90%-20-12-29-PTC,Active,F ,1000000.00,INE2DNY15021,Debentures and Bonds,,,,,
976998,John Deere Financial India Private Limited,741JDFIP29,John Deere Financial India Pvt Ltd,Active,F ,100000.00,INE00V208140,Debentures and Bonds,,,,,
976999,Navi Finserv Limited,1020NFL27,Navi Finserv Ltd,Active,F ,10000.00,INE342T07627,Debentures and Bonds,,,,,
977000,Kosamattam Finance Limited,1062KFL28,Kosamattam Finance Ltd,Active,F ,100000.00,INE403Q07GB6,Debentures and Bonds,,,,,
977001,Kosamattam Finance Limited,1062KFLD28,Kosamattam Finance Ltd,Active,F ,100000.00,INE403Q07GC4,Debentures and Bonds,,,,,
977002,Electronica Finance Limited,10EFL31,Electronica Finance Ltd,Active,F ,100000.00,INE612U07142,Debentures and Bonds,,,,,
977003,Motilal Oswal Financial Services Limited,850MOFSL27,Motilal Oswal Financial Services Ltd,Active,F ,100000.00,INE338I07180,Debentures and Bonds,,,,,
977004,PAISALO DIGITAL LIMITED,975PDL28,PAISALO DIGITAL Ltd,Active,F ,100000.00,INE420C07148,Debentures and Bonds,,,,,
977005,Axis Finance Limited,804AFL35,Axis Finance Ltd,Active,F ,100000.00,INE891K08224,Debentures and Bonds,,,,,
977006,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,967KIIFB29,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08433,Debentures and Bonds,,,,,
